period,Series_reference,Data_value,Units,STATUS,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,Magnitude
2001.03,SNEA.S2NB0300S100C0,17912,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2002.03,SNEA.S2NB0300S100C0,19624,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2003.03,SNEA.S2NB0300S100C0,17585,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2004.03,SNEA.S2NB0300S100C0,19167,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2005.03,SNEA.S2NB0300S100C0,19644,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2006.03,SNEA.S2NB0300S100C0,19341,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2007.03,SNEA.S2NB0300S100C0,20979,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2008.03,SNEA.S2NB0300S100C0,23910,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2009.03,SNEA.S2NB0300S100C0,21818,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2010.03,SNEA.S2NB0300S100C0,23928,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2011.03,SNEA.S2NB0300S100C0,26382,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2012.03,SNEA.S2NB0300S100C0,28918,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2013.03,SNEA.S2NB0300S100C0,25953,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2014.03,SNEA.S2NB0300S100C0,31135,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2015.03,SNEA.S2NB0300S100C0,28055,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2016.03,SNEA.S2NB0300S100C0,29037,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2017.03,SNEA.S2NB0300S100C0,34579,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2018.03,SNEA.S2NB0300S100C0,36763,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2019.03,SNEA.S2NB0300S100C0,38641,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2020.03,SNEA.S2NB0300S100C0,41868,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2021.03,SNEA.S2NB0300S100C0,43734,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2022.03,SNEA.S2NB0300S100C0,48672,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2023.03,SNEA.S2NB0300S100C0,46224,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2024.03,SNEA.S2NB0300S100C0,46762,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2025.03,SNEA.S2NB0300S100C0,51818,Dollars,PROVISIONAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
1999.03,SNEA.S2NB0300S111C9,4236,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2000.03,SNEA.S2NB0300S111C9,4475,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2001.03,SNEA.S2NB0300S111C9,4437,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2002.03,SNEA.S2NB0300S111C9,5221,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2003.03,SNEA.S2NB0300S111C9,5102,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2004.03,SNEA.S2NB0300S111C9,5787,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2005.03,SNEA.S2NB0300S111C9,6179,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2006.03,SNEA.S2NB0300S111C9,6422,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2007.03,SNEA.S2NB0300S111C9,7036,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2008.03,SNEA.S2NB0300S111C9,8350,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2009.03,SNEA.S2NB0300S111C9,7125,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2010.03,SNEA.S2NB0300S111C9,7662,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2011.03,SNEA.S2NB0300S111C9,9003,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2012.03,SNEA.S2NB0300S111C9,9516,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2013.03,SNEA.S2NB0300S111C9,9345,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2014.03,SNEA.S2NB0300S111C9,13099,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2015.03,SNEA.S2NB0300S111C9,10975,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2016.03,SNEA.S2NB0300S111C9,11394,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2017.03,SNEA.S2NB0300S111C9,14657,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2018.03,SNEA.S2NB0300S111C9,16012,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2019.03,SNEA.S2NB0300S111C9,16850,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2020.03,SNEA.S2NB0300S111C9,18559,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2021.03,SNEA.S2NB0300S111C9,19920,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2022.03,SNEA.S2NB0300S111C9,22352,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2023.03,SNEA.S2NB0300S111C9,20994,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
2024.03,SNEA.S2NB0300S111C9,20922,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Corporate business enterprises,National private and foreign control,,6
1999.03,SNEA.S2NB0300S121C0,11314,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2000.03,SNEA.S2NB0300S121C0,12408,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2001.03,SNEA.S2NB0300S121C0,13475,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2002.03,SNEA.S2NB0300S121C0,14402,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2003.03,SNEA.S2NB0300S121C0,12483,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2004.03,SNEA.S2NB0300S121C0,13380,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2005.03,SNEA.S2NB0300S121C0,13465,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2006.03,SNEA.S2NB0300S121C0,12919,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2007.03,SNEA.S2NB0300S121C0,13944,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2008.03,SNEA.S2NB0300S121C0,15560,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2009.03,SNEA.S2NB0300S121C0,14693,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2010.03,SNEA.S2NB0300S121C0,16266,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2011.03,SNEA.S2NB0300S121C0,17378,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2012.03,SNEA.S2NB0300S121C0,19402,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2013.03,SNEA.S2NB0300S121C0,16609,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2014.03,SNEA.S2NB0300S121C0,18036,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2015.03,SNEA.S2NB0300S121C0,17080,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2016.03,SNEA.S2NB0300S121C0,17643,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2017.03,SNEA.S2NB0300S121C0,19920,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2018.03,SNEA.S2NB0300S121C0,20750,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2019.03,SNEA.S2NB0300S121C0,21791,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2020.03,SNEA.S2NB0300S121C0,23306,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2021.03,SNEA.S2NB0300S121C0,23812,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2022.03,SNEA.S2NB0300S121C0,26319,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2023.03,SNEA.S2NB0300S121C0,25229,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
2024.03,SNEA.S2NB0300S121C0,25839,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-corporate business enterprises,All control,,6
1999.03,SNEA.S2NB0300S200C0,208,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
2000.03,SNEA.S2NB0300S200C0,191,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
2001.03,SNEA.S2NB0300S200C0,189,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
2002.03,SNEA.S2NB0300S200C0,243,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
2003.03,SNEA.S2NB0300S200C0,253,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
2004.03,SNEA.S2NB0300S200C0,226,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
2005.03,SNEA.S2NB0300S200C0,261,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
2006.03,SNEA.S2NB0300S200C0,279,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
2007.03,SNEA.S2NB0300S200C0,300,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
2008.03,SNEA.S2NB0300S200C0,285,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
2009.03,SNEA.S2NB0300S200C0,240,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
2010.03,SNEA.S2NB0300S200C0,229,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
2011.03,SNEA.S2NB0300S200C0,248,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
2012.03,SNEA.S2NB0300S200C0,239,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Financial business enterprises,All control,,6
